Player,Team,Age,Height,Weight,COLLEGE,COUNTRY,DRAFT,YEAR,DRAFT ROUND,DRAFT NUMBER,GP,PTS,REB,AST,NETRTG,OREB%,DREB%,USG%,TS%,AST%
Patrick Patterson  ,    TOR  ,27,    6-9  ,235,    Kentucky  ,    USA  ,2010,1,14,20,7.7,3.9,1.2,-2.8,5.1,9.3,13,51.9,6.4,
Patty Mills  ,    SAS  ,27,    6-0  ,185,    St. Mary's  ,    Australia  ,2009,2,55,10,6.6,1.4,2,14.2,0,8.2,17.6,57.1,18,
Paul George  ,    IND  ,26,    6-9  ,220,    Fresno State  ,    USA  ,2010,1,10,7,27.3,7.6,4.3,9.5,3.9,14.6,30.8,63.2,21.7,
Paul Millsap  ,    ATL  ,31,    6-8  ,246,    Louisiana Tech  ,    USA  ,2006,2,47,10,16.7,9.4,2.7,-2,7.2,15.9,22.3,51.8,12.8,
Paul Pierce  ,    LAC  ,38,    6-7  ,235,    Kansas  ,    USA  ,1998,1,10,5,1.2,1.2,0.2,-12.8,0,9.4,13,21.8,3,
RJ Hunter  ,    BOS  ,22,    6-5  ,185,    Georgia State  ,    USA  ,2015,1,28,5,1,1.2,0.6,-3.4,2,12.2,10.2,27.8,10,
Randy Foye  ,    OKC  ,32,    6-4  ,213,    Villanova  ,    USA  ,2006,1,7,16,2.5,1.3,0.8,-3.4,1.1,9,12.2,46.8,11.1,
Raymond Felton  ,    DAL  ,32,    6-1  ,205,    North Carolina  ,    USA  ,2005,1,5,5,15,4.6,4.6,-15.4,1.2,11.2,23.1,50.8,24.7,
Reggie Bullock Jr.  ,    DET  ,25,    6-7  ,205,    North Carolina  ,    USA  ,2013,1,25,2,6,1,1.5,-32.6,0,9.1,14.3,100,27.3,
Reggie Jackson  ,    DET  ,26,    6-3  ,208,    Boston College  ,    USA  ,2011,1,24,4,14.3,3.3,9.3,-4.3,1.5,7.7,22.1,50.2,41.1,
Richard Jefferson  ,    CLE  ,36,    6-7  ,233,    Arizona  ,    USA  ,2001,1,13,21,5.4,3.5,0.7,6.4,4.5,15.8,12.8,61.4,5.5,
Rodney Stuckey  ,    IND  ,30,    6-5  ,205,    Eastern Washington  ,    USA  ,2007,1,15,7,6.3,2.1,2,7,0.8,9.6,20.1,46.8,22.6,
Russell Westbrook  ,    OKC  ,27,    6-3  ,200,    UCLA  ,    USA  ,2008,1,4,18,26,6.9,11,8.8,5.9,11.9,33.5,51.5,48.4,
Salah Mejri  ,    DAL  ,30,    7-2  ,245,    None  ,    Tunisia  ,      ,      ,      ,4,4.8,3.3,0.3,-10.5,6.3,10.8,9.4,62.2,2,
Serge Ibaka  ,    OKC  ,26,    6-10  ,245,    None  ,    Democratic Republic of the Congo  ,2008,1,24,18,12,6.3,0.6,10.5,3.8,14.3,12.8,62.9,2.4,
Shaun Livingston  ,    GSW  ,30,    6-7  ,192,    None  ,    USA  ,2004,1,4,24,8.2,3.2,3.3,8.7,2.5,10.8,17.6,53.2,23.6,
Solomon Hill  ,    IND  ,25,    6-7  ,225,    Arizona  ,    USA  ,2013,1,23,7,7.7,4,1.1,6.4,2.7,10.8,9.9,71,6.4,
Spencer Dinwiddie  ,    CHI  ,23,    6-6  ,200,    Colorado  ,    USA  ,2014,2,38,1,2,0,1,-41.7,0,0,33.3,100,100,
Spencer Hawes  ,    CHA  ,28,    7-1  ,245,    Washington  ,    USA  ,2007,1,10,5,3.6,3.2,0.6,23.4,5.9,18.8,16.7,57.5,9.7,
Stanley Johnson  ,    DET  ,20,    6-7  ,245,    Arizona  ,    USA  ,2015,1,8,4,8,4,0,-6.2,0,18.8,16.7,67,0,
Stephen Curry  ,    GSW  ,28,    6-3  ,190,    Davidson  ,    USA  ,2009,1,7,18,25.1,5.5,5.2,3.1,2.2,12.6,30.8,60.3,26.7,
Steve Blake  ,    DET  ,36,    6-3  ,172,    Maryland  ,    USA  ,2003,2,38,4,1,1,2.5,-30.1,0,8.9,12.1,34,38.5,
Steven Adams  ,    OKC  ,22,    7-0  ,255,    Pittsburgh  ,    New Zealand  ,2013,1,12,18,10.1,9.5,0.7,4.6,10.8,19.8,12.5,63.6,3.4,
Terrence Ross  ,    TOR  ,25,    6-7  ,195,    Washington  ,    USA  ,2012,1,8,20,6.3,1.6,0.6,-16.1,1.1,9.6,19.4,49.3,6.4,
Terry Rozier  ,    BOS  ,22,    6-2  ,190,    Louisville  ,    USA  ,2015,1,16,5,4.8,3.4,1.2,-14.8,2.6,13.5,11.5,50.3,11.3,
Thabo Sefolosha  ,    ATL  ,32,    6-7  ,220,    None  ,    Switzerland  ,2006,1,13,10,5.9,4.1,1.7,-5,4,14.2,14.1,56.1,13.7,
Tim Duncan  ,    SAS  ,40,    6-11  ,250,    Wake Forest  ,    US Virgin Islands  ,1997,1,1,10,5.9,4.8,1.4,15.4,5.1,16.5,15.1,48.2,8.6,
Tim Hardaway Jr.  ,    ATL  ,24,    6-6  ,205,    Michigan  ,    USA  ,2013,1,24,9,2.2,1,0.8,0.1,0,9.3,15.9,34.9,14.3,
Timofey Mozgov  ,    CLE  ,29,    7-1  ,275,    None  ,    Russia  ,      ,      ,      ,13,1.2,1.6,0.2,-23.1,6.4,21.1,14.8,44.7,4.9,
Tobias Harris  ,    DET  ,23,    6-9  ,235,    Tennessee  ,    USA  ,2011,1,19,4,14.5,9.5,3,-1.8,4.4,20.4,18.5,56.1,11.7,
Tony Allen  ,    MEM  ,34,    6-4  ,213,    Oklahoma State  ,    USA  ,2004,1,25,4,7.5,2.8,0.8,-17.1,5.6,5.8,20.7,38.7,5.8,
Tony Parker  ,    SAS  ,34,    6-2  ,185,    None  ,    France  ,2001,1,28,10,10.4,2.2,5.3,4.7,0.4,7.7,21.3,49.9,30.8,
Trevor Ariza  ,    HOU  ,31,    6-8  ,215,    UCLA  ,    USA  ,2004,2,43,5,6.6,4.2,0.8,-24.9,3.2,7.9,14.4,31.3,3.7,
Tristan Thompson  ,    CLE  ,25,    6-9  ,238,    Texas-Austin  ,    Canada  ,2011,1,4,21,6.7,9,0.7,11.2,14,16.6,10.5,55.9,3.3,
Troy Daniels  ,    CHA  ,24,    6-4  ,205,    Virginia Commonwealth  ,    USA  ,      ,      ,      ,4,0.5,0.5,0,-20.1,0,12.5,22.2,12.5,0,
Ty Lawson  ,    IND  ,28,    5-11  ,195,    North Carolina  ,    USA  ,2009,1,18,7,2.3,1,1.4,-26.7,1.3,7.9,17,38.8,25,
Tyler Hansbrough  ,    CHA  ,30,    6-9  ,250,    North Carolina  ,    USA  ,2009,1,13,2,0,0,0,-27.3,0,0,0,0,0,
Tyler Johnson  ,    MIA  ,24,    6-4  ,186,    Fresno State  ,    USA  ,      ,      ,      ,5,4.2,1.4,1.6,8.6,3.5,7.8,13.8,66.3,20,
Tyler Zeller  ,    BOS  ,26,    7-0  ,253,    North Carolina  ,    USA  ,2012,1,17,3,6,5,0.7,11.8,8.3,28.9,21.3,51,8.3,
Udonis Haslem  ,    MIA  ,36,    6-8  ,235,    Florida  ,    USA  ,      ,      ,      ,9,2.3,3.4,0.4,-9,13.1,25,13.2,58.1,7.8,
Vince Carter  ,    MEM  ,39,    6-6  ,220,    North Carolina  ,    USA  ,1998,1,5,4,11.3,3.8,1.3,-25.8,4.9,14.1,19.8,61.6,11.9,
Wesley Johnson  ,    LAC  ,28,    6-7  ,215,    Syracuse  ,    USA  ,2010,1,4,6,2.7,3,0.3,15,5.3,14.4,9,52.2,3.5,
Wesley Matthews  ,    DAL  ,29,    6-5  ,220,    Marquette  ,    USA  ,      ,      ,      ,5,13,3.6,1.2,-31.5,2.2,8.1,18.6,47.5,5.7,
Xavier Munford  ,    MEM  ,24,    6-3  ,180,    Rhode Island  ,    USA  ,2014,      ,      ,4,4.8,2.3,2.5,-25.9,1.2,10.8,17.5,32.9,18.9,
Zach Randolph  ,    MEM  ,34,    6-9  ,260,    Michigan State  ,    USA  ,2001,1,19,4,13,8.8,1.8,-26,10.4,19.4,26.4,40,13.2,
Zaza Pachulia  ,    DAL  ,32,    6-11  ,275,    None  ,    Georgia  ,2003,2,42,5,6.6,5.4,3.2,-32.4,8.8,15.5,14.1,52.4,23.2,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Player  ,    Team  ,    Age  ,    Height  ,    Weight  ,    COLLEGE  ,    COUNTRY  ,    DRAFT YEAR  ,    DRAFT ROUND  ,    DRAFT NUMBER  ,    GP  ,    PTS  ,    REB  ,    AST  ,    NETRTG  ,    OREB%  ,    DREB%  ,    USG%  ,    TS%  ,    AST%,
Aaron Brooks  ,    CHI  ,30,    6-0  ,161,    Oregon  ,    USA  ,2007,1,26,12,4.5,1.5,0.9,-16.7,2,12.1,24.7,42.1,18,
Al Horford  ,    ATL  ,29,    6-10  ,250,    Florida  ,    Dominican Republic  ,2007,1,3,16,14.4,8.6,3.7,4.1,7.4,17.1,20.9,52.5,19.5,
Al-Farouq Aminu  ,    DAL  ,24,    6-9  ,215,    Wake Forest  ,    USA  ,2010,1,8,5,11.2,7.2,1.2,6.2,8.5,13.3,12.1,71.1,5.4,
Alan Anderson  ,    BKN  ,32,    6-6  ,220,    Michigan State  ,    USA  ,      ,      ,      ,6,11,3.5,1.2,4.4,1.4,11.9,16.1,73.4,8.1,
Alexis Ajinca  ,    NOP  ,27,    7-2  ,248,    None  ,    France  ,2008,1,20,3,2.7,0.3,0.3,-42.6,0,16.7,17.4,100,16.7,
Allen Crabbe  ,    POR  ,23,    6-6  ,210,    California  ,    USA  ,2013,2,31,2,5,1.5,0.5,-13.1,0,8.1,6.8,100,4.2,
Alonzo Gee  ,    POR  ,28,    6-6  ,225,    Alabama  ,    USA  ,      ,      ,      ,1,0,1,1,50,0,33.3,0,0,50,
Amar'e Stoudemire  ,    DAL  ,32,    6-10  ,245,    None  ,    USA  ,2002,1,9,5,7.8,3.2,0.6,0.5,8.3,10.2,24.5,47.9,5.9,
Amir Johnson  ,    TOR  ,28,    6-9  ,240,    None  ,    USA  ,2005,2,56,4,11.5,7,1,-18.6,5.6,19.1,16.2,67.1,6.3,
Andre Iguodala  ,    GSW  ,31,    6-6  ,215,    Arizona  ,    USA  ,2004,1,9,21,10.4,4.5,3.6,5.4,2.5,11.7,14.9,54.6,18.5,
Andrew Bogut  ,    GSW  ,30,    7-0  ,260,    Utah  ,    Australia  ,2005,1,1,19,4.7,8.1,1.9,2.5,9.8,24.3,11.1,55.1,12.1,
Anthony Davis  ,    NOP  ,22,    6-10  ,220,    Kentucky  ,    USA  ,2012,1,1,4,31.5,11,2,-5.6,5.2,19,30.7,61.3,9.9,
Aron Baynes  ,    SAS  ,28,    6-10  ,260,    Washington State  ,    Australia  ,      ,      ,      ,4,2.3,2.5,0.3,-9,6.5,15.2,13.7,39.8,4,
Arron Afflalo  ,    POR  ,29,    6-5  ,215,    UCLA  ,    USA  ,2007,1,27,3,1.7,2.3,0.7,-36.3,0,12.5,12,20.1,6.7,
Austin Rivers  ,    LAC  ,22,    6-4  ,200,    Duke  ,    USA  ,2012,1,10,14,8.4,1.7,1.1,-8.7,2.2,6.6,20.6,51.6,10.5,
Avery Bradley  ,    BOS  ,24,    6-2  ,180,    Texas  ,    USA  ,2010,1,19,4,12.3,3.8,0.8,-4.4,2.2,8.7,19,46.2,3.7,
Beno Udrih  ,    MEM  ,32,    6-3  ,205,    None  ,    Slovenia  ,2004,1,28,10,7.6,2,2.1,-11.1,2.2,9.1,20.9,48.5,20.2,
Bernard James  ,    DAL  ,30,    6-10  ,235,    Florida State  ,    USA  ,2012,2,33,1,0,0,0,75,0,0,0,0,0,
Blake Griffin  ,    LAC  ,26,    6-10  ,251,    Oklahoma  ,    USA  ,2009,1,1,14,25.5,12.7,6.1,3.3,6.6,22.9,27.8,55.7,27.6,
Bojan Bogdanovic  ,    BKN  ,26,    6-8  ,216,    None  ,    Croatia  ,2011,2,31,6,10.3,3.8,1.7,-8.5,1.4,9.4,15.4,49.9,8.1,
Boris Diaw  ,    SAS  ,33,    6-8  ,250,    None  ,    France  ,2003,1,21,7,11.6,6.1,3.6,-1,6.4,15.6,19.2,52.8,19.7,
Bradley Beal  ,    WAS  ,22,    6-5  ,207,    Florida  ,    USA  ,2012,1,3,10,23.4,5.5,4.6,4.2,3.3,9.2,26.5,51.8,19.2,
Brandon Bass  ,    BOS  ,30,    6-8  ,250,    Louisiana State  ,    USA  ,2005,2,33,4,5,2,2.5,-19.4,3.4,5.8,15.1,41,18.9,
Brandon Rush  ,    GSW  ,29,    6-6  ,220,    Kansas  ,    USA  ,2008,1,13,3,1,1,0,0,11.1,22.2,31.6,25,0,
Brendan Haywood  ,    CLE  ,35,    7-0  ,263,    North Carolina  ,    USA  ,2001,1,20,1,0,0,0,0,0,0,20,0,0,
Brook Lopez  ,    BKN  ,27,    7-0  ,275,    Stanford  ,    USA  ,2008,1,10,6,19.8,9,0.8,-4.8,8.2,14,21.2,56.9,3.7,
CJ McCollum  ,    POR  ,23,    6-4  ,200,    Lehigh  ,    USA  ,2013,1,10,5,17,4,0.4,3.9,0.5,10.3,20.8,58.4,2.1,
Chandler Parsons  ,    DAL  ,26,    6-9  ,227,    Florida  ,    USA  ,2011,2,38,1,10,6,2,-20.9,0,15,16.7,33.3,7.4,
Charlie Villanueva  ,    DAL  ,30,    6-11  ,232,    Connecticut  ,    USA  ,2005,1,7,5,6,2.6,0.6,0.2,7.3,22,19.5,60,8.6,
Chris Kaman  ,    POR  ,33,    7-0  ,265,    Central Michigan  ,    USA  ,2003,1,6,3,3,4.7,1,-18.4,14.3,25.7,13.6,53.3,12.5,
Chris Paul  ,    LAC  ,30,    6-0  ,175,    Wake Forest  ,    USA  ,2005,1,4,12,22.1,4.4,8.8,3.7,1.5,9.8,23.2,62.7,39.3,
Clint Capela  ,    HOU  ,21,    6-10  ,240,    None  ,    Switzerland  ,2014,1,25,17,3.4,2.5,0.3,-10.4,9.2,20.3,14.8,65.1,6.7,
Corey Brewer  ,    HOU  ,29,    6-9  ,186,    Florida  ,    USA  ,2007,1,7,17,11.2,2.8,1.1,-7.4,2.2,7.6,19.4,49.9,7.7,
Cory Joseph  ,    SAS  ,23,    6-3  ,190,    Texas  ,    Canada  ,2011,1,29,4,2.8,0.3,0,-42.6,0,4.5,16,79.9,0,
Courtney Lee  ,    MEM  ,29,    6-5  ,200,    Western Kentucky  ,    USA  ,2008,1,22,11,13.3,2.5,2.2,-0.4,0.8,6.8,14.8,66.3,11,
Dahntay Jones  ,    LAC  ,34,    6-6  ,225,    Duke  ,    USA  ,2003,1,20,11,0.4,0.1,0,7,0,5,4.8,100,0,
Damian Lillard  ,    POR  ,24,    6-3  ,195,    Weber State  ,    USA  ,2012,1,6,5,21.6,4,4.6,-8.5,0.9,8.7,27.1,49.1,22.1,
Danny Green  ,    SAS  ,28,    6-6  ,215,    North Carolina  ,    USA  ,2009,2,46,7,8.3,3.1,2.1,9.1,3.2,7.3,14.9,45.6,10.1,
Dante Cunningham  ,    NOP  ,28,    6-8  ,230,    Villanova  ,    USA  ,2009,2,33,4,5.3,4.5,0.5,7.5,6.7,15.6,7.3,85.2,3.5,
Darius Morris  ,    BKN  ,24,    6-4  ,195,    Michigan  ,    USA  ,2011,2,41,1,0,0,0,-44.4,0,0,9.1,0,0,
David Lee  ,    GSW  ,32,    6-9  ,245,    Florida  ,    USA  ,2005,1,30,13,3.1,2.6,0.6,17,10.1,19.3,20.2,42.9,11.4,
DeAndre Jordan  ,    LAC  ,26,    6-11  ,265,    Texas A&M  ,    USA  ,2008,2,35,14,13.1,13.4,1.1,4.1,10,27.1,15.6,61,4.8,
DeMar DeRozan  ,    TOR  ,25,    6-7  ,220,    Southern California  ,    USA  ,2009,1,9,4,20.3,6.3,5.8,-16.4,2.8,13.7,26.6,46.3,25,
DeMarre Carroll  ,    ATL  ,28,    6-8  ,212,    Missouri  ,    USA  ,2009,1,27,16,14.6,6.1,2,2.9,4.4,12.3,16.7,59.7,9.1,
Dennis Schroder  ,    ATL  ,21,    6-1  ,168,    None  ,    Germany  ,2013,1,17,16,9,1.8,3.9,-12.8,1.7,7.5,28.7,45.8,42.8,
Deron Williams  ,    BKN  ,31,    6-3  ,200,    Illinois  ,    USA  ,2005,1,3,6,11.8,6.2,5.5,-12.3,1.6,18,20.7,49.3,27.7,
Derrick Rose  ,    CHI  ,26,    6-3  ,190,    Memphis  ,    USA  ,2008,1,1,12,20.3,4.8,6.5,7.6,2.8,9,28.8,48.4,31.7,
Devin Harris  ,    DAL  ,32,    6-3  ,192,    Wisconsin  ,    USA  ,2004,1,5,4,6,2,1,-15.4,1.2,9.9,16.1,44.5,7.4,
Dirk Nowitzki  ,    DAL  ,37,    7-0  ,245,    None  ,    Germany  ,1998,1,9,5,21.2,10.4,2.4,-4.6,2.1,24.7,23.8,55,10.2,
Doug McDermott  ,    CHI  ,23,    6-8  ,225,    Creighton  ,    USA  ,2014,1,11,3,1.7,0.7,0.3,75,7.1,5.6,20,64.4,14.3,
Draymond Green  ,    GSW  ,25,    6-7  ,230,    Michigan State  ,    USA  ,2012,2,35,21,13.7,10.1,5.2,12.5,5.9,19.6,18.9,51.7,20.9,
Drew Gooden  ,    WAS  ,33,    6-10  ,250,    Kansas  ,    USA  ,2002,1,4,10,6.8,5.5,0.8,9.2,7,21.6,19.6,51,7.1,
Dwight Howard  ,    HOU  ,29,    6-11  ,275,    None  ,    USA  ,2004,1,1,17,16.4,14,1.2,1.4,10.1,28.7,21.2,54.6,5.7,
Dwight Powell  ,    DAL  ,23,    6-11  ,240,    Stanford  ,    Canada  ,2014,2,45,2,0,0.5,0.5,57.1,0,25,16.7,0,50,
E'Twaun Moore  ,    CHI  ,26,    6-4  ,191,    Purdue  ,    USA  ,2011,2,55,3,1.7,1,0,69.7,0,21.4,28.6,41.7,0,
Earl Clark  ,    BKN  ,27,    6-10  ,234,    Louisville  ,    USA  ,2009,1,14,2,3,1,0,-52.8,0,16.7,33.3,30,0,
Ekpe Udoh  ,    LAC  ,28,    6-10  ,245,    Baylor  ,    USA  ,2010,1,6,4,0.5,0.8,0,46.4,0,33.3,11.1,33.3,0,
Elton Brand  ,    ATL  ,36,    6-9  ,254,    Duke  ,    USA  ,1999,1,1,3,0.3,0.3,0,0,0,20,18.2,26.6,0,
Eric Gordon  ,    NOP  ,26,    6-4  ,215,    Indiana  ,    USA  ,2008,1,7,4,18.5,2.3,3.8,-14.8,1.3,5.3,23.2,56.4,19.5,
Ersan Ilyasova  ,    MIL  ,28,    6-10  ,235,    None  ,    Turkey  ,2005,2,36,6,8.7,3.8,0.5,-19.2,3.8,13.4,22.3,39.8,3.4,
Evan Turner  ,    BOS  ,26,    6-7  ,220,    Ohio State  ,    USA  ,2010,1,2,4,10.5,7.3,4.8,-5.2,1.6,22.5,22.2,43.8,27.5,
Festus Ezeli  ,    GSW  ,25,    6-11  ,265,    Vanderbilt  ,    Nigeria  ,2012,1,30,20,3.5,3.1,0.3,3.2,11.9,19.5,17.1,55.8,5.2,
Garrett Temple  ,    WAS  ,29,    6-6  ,195,    Louisiana State  ,    USA  ,      ,      ,      ,4,1.8,0.8,0.3,-10.9,2.9,8,20.3,36.8,6.3,
Gerald Wallace  ,    BOS  ,32,    6-7  ,220,    Alabama  ,    USA  ,2001,1,25,1,0,1,0,-50,0,25,11.1,0,0,
Giannis Antetokounmpo  ,    MIL  ,20,    6-11  ,217,    None  ,    Greece  ,2013,1,15,6,11.5,7,2.7,-12,5,14.8,20.4,42.5,14,
Gigi Datome  ,    BOS  ,27,    6-8  ,215,    None  ,    Italy  ,      ,      ,      ,3,1.3,0.3,0.3,3,0,9.1,16.2,33.3,10,
Glen Davis  ,    LAC  ,29,    6-9  ,289,    Louisiana State  ,    USA  ,2007,2,35,14,2.9,1.9,0.2,-13.7,5.7,11.7,14.7,48.9,3.1,
Greg Smith  ,    DAL  ,24,    6-10  ,250,    Fresno State  ,    USA  ,      ,      ,      ,1,0,0,0,83.3,0,0,0,0,0,
Greg Stiemsma  ,    TOR  ,29,    6-11  ,260,    Wisconsin  ,    USA  ,      ,      ,      ,1,5,0,0,100,0,0,50,86.8,0,
Greivis Vasquez  ,    TOR  ,28,    6-6  ,200,    Maryland  ,    Venezuela  ,2010,1,28,4,7.5,1.8,3,-23.1,0,7.1,15,49.5,20,
Harrison Barnes  ,    GSW  ,23,    6-8  ,225,    North Carolina  ,    USA  ,2012,1,7,21,10.6,5.2,1.5,7.9,6.4,8.7,15.2,51.9,7.2,
Hedo Turkoglu  ,    LAC  ,36,    6-10  ,220,    None  ,    Turkey  ,2000,1,16,11,0.9,0.6,0.4,-28.1,1.6,10.9,16,29.4,13.8,
Iman Shumpert  ,    CLE  ,25,    6-5  ,220,    Georgia Tech  ,    USA  ,2011,1,17,20,9.1,4.9,1.2,4.9,3.2,10.3,12.5,49.8,5.3,
Isaiah Thomas  ,    BOS  ,26,    5-9  ,185,    Washington  ,    USA  ,2011,2,60,4,17.5,3,7,-0.3,0.8,8.9,29.1,51.4,38.4,
J.J. Barea  ,    DAL  ,31,    6-0  ,185,    Northeastern  ,    Puerto Rico  ,      ,      ,      ,5,11.8,4.8,7.4,9.5,3,10.6,19.7,49.5,34.6,
JJ Redick  ,    LAC  ,31,    6-4  ,190,    Duke  ,    USA  ,2006,1,11,14,14.9,2.1,1.7,2.6,0,5,15.7,59,6.4,
JR Smith  ,    CLE  ,29,    6-6  ,225,    None  ,    USA  ,2004,1,18,18,12.8,4.7,1.2,3.8,1.5,13.2,18.2,53.8,6.9,
JaMychal Green  ,    MEM  ,25,    6-8  ,230,    Alabama  ,    USA  ,      ,      ,      ,5,0.4,0.6,0,31.6,0,37.5,14.3,34.7,0,
Jae Crowder  ,    BOS  ,24,    6-6  ,235,    Marquette  ,    USA  ,2012,2,34,4,10.8,5,2,-12.8,7.8,11.9,16.9,61.9,13.8,
Jamal Crawford  ,    LAC  ,35,    6-5  ,200,    Michigan  ,    USA  ,2000,1,8,14,12.7,2.1,1.9,-3.7,1.5,5.9,23.6,44.7,10.6,
James Harden  ,    HOU  ,25,    6-5  ,225,    Arizona State  ,    USA  ,2009,1,3,17,27.2,5.7,7.5,-1.1,1.7,12.4,28.9,62,33.8,
James Johnson  ,    TOR  ,28,    6-9  ,250,    Wake Forest  ,    USA  ,2009,1,16,2,2,1,0.5,-34.2,0,25,31,23.1,12.5,
James Jones  ,    CLE  ,34,    6-8  ,215,    Miami  ,    USA  ,2003,2,49,20,4.4,1.5,0.5,1.4,0.3,8.8,11.9,53.6,4.9,
James Michael McAdoo  ,    GSW  ,22,    6-9  ,230,    North Carolina  ,    USA  ,      ,      ,      ,5,0.8,0.8,0,-19,8.3,25,15.4,66.7,0,
Jared Dudley  ,    MIL  ,29,    6-7  ,225,    Boston College  ,    USA  ,2007,1,22,6,6.7,1.8,1.3,0.9,2.4,6.5,15.3,60.5,14.3,
Jared Sullinger  ,    BOS  ,23,    6-9  ,260,    Ohio State  ,    USA  ,2012,1,21,4,12.3,7,0.3,-2.4,9.4,23.8,24,59.6,2.7,
Jarrett Jack  ,    BKN  ,31,    6-3  ,200,    Georgia Tech  ,    USA  ,2005,1,22,6,12.3,4.2,4.5,17,1.4,13.2,22.8,62,27,
Jason Terry  ,    HOU  ,37,    6-2  ,185,    Arizona  ,    USA  ,1999,1,10,17,9.2,2.2,2.8,-1.4,1.1,6.3,13.4,55.3,14.5,
Jeff Ayres  ,    SAS  ,28,    6-9  ,250,    Arizona State  ,    USA  ,2009,2,31,3,0,1,0.7,16.7,0,25,4,0,20,
Jeff Green  ,    MEM  ,28,    6-9  ,235,    Georgetown  ,    USA  ,2007,1,5,11,8.9,4.7,1.7,-2.1,2.8,13.8,20.1,41,10.1,
Jeff Teague  ,    ATL  ,27,    6-2  ,181,    Wake Forest  ,    USA  ,2009,1,19,16,16.8,3.2,6.7,3.5,1.8,7.6,26.1,50.7,34,
Jerome Jordan  ,    BKN  ,28,    7-0  ,253,    Tulsa  ,    Jamaica  ,2010,2,44,1,0,2,0,-44.4,12.5,20,27.3,0,0,
Jerryd Bayless  ,    MIL  ,26,    6-3  ,200,    Arizona  ,    USA  ,2008,1,11,6,6.5,2.5,3,-5.6,3.1,9.5,17.4,45.9,25,
Jimmy Butler  ,    CHI  ,25,    6-7  ,220,    Marquette  ,    USA  ,2011,1,30,12,22.9,5.6,3.2,4.9,3.5,9.2,23.8,56.2,13.9,
Joakim Noah  ,    CHI  ,30,    6-11  ,232,    Florida  ,    USA  ,2007,1,9,12,5.8,11,3.2,2.3,11.1,21.7,12.1,40.7,15,
Joe Harris  ,    CLE  ,23,    6-6  ,225,    Virginia  ,    USA  ,2014,2,33,6,1.3,0.2,0.2,-26.3,0,6.3,25.7,51.5,25,
Joe Johnson  ,    BKN  ,34,    6-7  ,240,    Arkansas  ,    USA  ,2001,1,10,6,16.5,7.7,4.8,-12.6,1.9,16.5,20.2,47.3,20.1,
Joel Freeland  ,    POR  ,28,    6-10  ,225,    None  ,    United Kingdom  ,2006,1,30,2,0,0.5,0,6.3,0,16.7,0,0,0,
Joey Dorsey  ,    HOU  ,31,    6-9  ,275,    Memphis  ,    USA  ,2008,2,33,6,0.2,0.7,0.3,-35.1,6.7,21.4,10.8,17.4,40,
John Henson  ,    MIL  ,24,    6-11  ,230,    North Carolina  ,    USA  ,2012,1,14,6,8.8,8,0.7,-11.6,12.2,16.3,17,56.2,5.1,
John Jenkins  ,    ATL  ,24,    6-4  ,215,    Vanderbilt  ,    USA  ,2012,1,23,4,2.5,0.8,0,19.2,6.3,8,13.3,83.3,0,
John Wall  ,    WAS  ,24,    6-4  ,195,    Kentucky  ,    USA  ,2010,1,1,7,17.4,4.7,11.9,4.7,1.8,9,24.2,48,47.7,
Johnny O'Bryant III  ,    MIL  ,22,    6-9  ,265,    Louisiana State  ,    USA  ,2014,2,36,1,6,3,0,-75,5.3,18.2,29.6,37.5,0,
Jon Leuer  ,    MEM  ,26,    6-10  ,228,    Wisconsin  ,    USA  ,2011,2,40,4,1,1.3,0,-10,20,30,18.2,50,0,
Jonas Jerebko  ,    BOS  ,28,    6-10  ,231,    None  ,    Sweden  ,2009,2,39,4,2.8,3.5,0.3,7.8,6,13.2,11.9,34.6,2.2,
Jonas Valanciunas  ,    TOR  ,23,    7-0  ,255,    None  ,    Lithuania  ,2011,1,5,4,11.3,9.3,0.5,-7.7,8,30.4,19.2,54.2,3,
Jordan Adams  ,    MEM  ,20,    6-5  ,209,    UCLA  ,    USA  ,2014,1,22,4,1.8,0.3,0,37.3,0,12.5,21.7,73.5,0,
Jorge Gutierrez  ,    MIL  ,26,    6-3  ,195,    California  ,    Mexico  ,      ,      ,      ,1,2,1,1,-75,0,9.1,7.4,50,20,
Josh Smith  ,    HOU  ,29,    6-9  ,225,    None  ,    USA  ,2004,1,17,17,13.5,5.6,2.7,-0.1,6.1,16,27.3,50.5,18.9,
Jrue Holiday  ,    NOP  ,25,    6-4  ,205,    UCLA  ,    USA  ,2009,1,17,3,6.3,1,4.3,-2.6,3.8,1.4,20.2,45.8,38.2,
Justin Holiday  ,    GSW  ,26,    6-6  ,185,    Washington  ,    USA  ,      ,      ,      ,5,0.6,0.2,0.2,-16.6,0,7.7,14.3,75,20,
Kawhi Leonard  ,    SAS  ,24,    6-7  ,230,    San Diego State  ,    USA  ,2011,1,15,7,20.3,7.4,2.6,-6.1,4.7,15.5,24.5,57.1,12.4,
Kelly Olynyk  ,    BOS  ,24,    7-0  ,238,    Gonzaga  ,    Canada  ,2013,1,13,4,4.5,1.3,0.5,-5.8,3.2,6.8,14.4,64.8,5.9,
